carat,depth,table,price,cut_b'Good',cut_b'Ideal',cut_b'Premium',cut_b'Very Good',color_b'E',color_b'F',color_b'G',color_b'H',color_b'I',color_b'J',clarity_b'IF',clarity_b'SI1',clarity_b'SI2',clarity_b'VS1',clarity_b'VS2',clarity_b'VVS1',clarity_b'VVS2'
0.6,61.6,56.0,2800.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9,62.2,59.0,2800.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,62.2,58.0,2800.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,61.3,56.0,2800.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.83,62.3,57.0,2800.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.83,62.5,59.0,2800.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.74,62.9,60.0,2800.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.79,61.8,59.0,2800.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.61,62.3,56.0,2800.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.76,59.0,70.0,2800.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.96,60.7,55.0,2801.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.73,62.5,55.0,2801.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,62.7,58.0,2801.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.75,60.4,57.0,2801.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,62.1,58.0,2801.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,57.8,60.0,2801.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.04,62.2,58.0,2801.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,62.3,58.0,2801.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.87,59.9,58.0,2802.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,61.9,54.0,2802.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.72,63.0,55.0,2802.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.72,62.4,58.0,2802.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,62.9,58.0,2803.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.74,63.5,56.0,2803.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.3,56.0,2803.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.73,60.6,54.0,2803.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,65.1,58.0,2803.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,62.6,58.0,2803.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,62.4,61.0,2803.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.77,61.3,57.0,2803.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,59.9,60.0,2803.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.78,60.8,58.0,2803.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,63.5,55.0,2803.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.91,62.2,57.0,2803.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,63.8,58.0,2804.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.8,62.5,56.0,2804.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.3,58.0,2804.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,61.7,57.0,2804.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.72,62.2,58.0,2804.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.82,61.5,56.0,2804.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,61.0,59.0,2804.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.2,56.0,2804.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,67.3,59.0,2804.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.74,61.7,58.0,2805.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,61.8,58.0,2805.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.57,58.7,66.0,2805.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.73,62.5,57.0,2805.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.72,62.8,56.0,2805.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.74,61.1,68.0,2805.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.82,64.0,57.0,2805.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.81,62.5,60.0,2806.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.75,60.6,58.0,2806.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7,61.6,55.0,2806.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,62.2,58.0,2807.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.93,61.9,57.0,2807.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.8,62.8,57.0,2808.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,62.0,57.0,2808.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,66.4,59.0,2808.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.75,63.4,56.0,2808.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.58,60.9,56.0,2808.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.73,63.1,57.0,2808.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.81,63.1,59.0,2809.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.81,59.2,57.0,2809.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,60.7,54.0,2809.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.2,64.6,56.0,2809.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7,61.8,56.0,2810.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.74,61.7,55.0,2810.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.8,61.0,2810.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.8,62.7,57.0,2810.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.75,63.4,58.0,2811.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.83,63.5,54.0,2811.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,65.7,59.0,2811.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.99,68.1,56.0,2811.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,63.0,60.0,2812.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,59.5,58.0,2812.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,63.5,59.0,2812.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.4,57.0,554.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,63.1,56.0,554.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,62.9,57.0,554.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,63.9,55.0,554.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.33,61.4,56.0,554.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.29,61.9,55.0,555.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.31,61.8,58.0,555.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,61.5,56.0,555.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,61.8,55.0,555.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,62.3,56.0,555.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.29,61.6,56.0,555.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.35,60.6,56.0,555.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,58.4,62.0,555.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.32,61.4,58.0,556.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.36,61.9,56.0,556.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.3,62.0,56.0,556.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.26,61.5,57.0,556.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,62.4,57.0,2812.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.99,55.0,61.0,2812.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.73,58.6,60.0,2812.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.51,62.0,57.0,2812.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.91,59.8,58.0,2813.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.84,63.4,55.0,2813.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.91,64.3,58.0,2813.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.76,62.2,59.0,2814.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.76,61.7,57.0,2814.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.75,61.1,59.0,2814.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.55,61.5,56.0,2815.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.76,58.5,62.0,2815.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.74,61.7,58.0,2815.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,60.4,56.0,2815.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,65.0,56.0,2815.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.95,56.0,60.0,2815.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.89,60.2,59.0,2815.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.72,58.3,58.0,2815.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.96,53.1,63.0,2815.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,60.3,58.0,2815.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.78,61.4,56.0,2816.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.61,60.1,57.0,2816.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.71,63.4,55.0,2816.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.78,61.5,59.0,2816.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.87,62.7,56.0,2816.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.83,62.5,55.0,2816.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,61.3,56.0,2817.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,60.2,56.0,2817.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.71,62.7,57.0,2817.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.3,58.0,2817.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.63,61.5,56.0,2817.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.71,61.3,55.0,2817.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.8,55.0,2817.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.71,62.8,64.0,2817.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.4,61.0,2818.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,61.3,60.0,2818.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.86,59.3,62.0,2818.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8,61.0,57.0,2818.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,62.9,57.0,2818.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,59.6,57.0,2818.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,61.8,60.0,2818.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,65.3,62.0,2818.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.72,63.8,58.0,2819.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.72,62.3,56.0,2819.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,59.7,63.0,2819.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.86,64.3,60.0,2819.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.71,62.9,58.0,2820.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.75,62.0,57.0,2821.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,61.6,59.0,2821.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,61.9,55.0,2821.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.73,61.3,58.0,2821.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,63.6,57.0,2821.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,61.7,55.0,2821.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,63.2,58.0,2821.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.8,60.0,2822.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.72,60.3,59.0,2822.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,60.2,60.0,2822.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6,62.0,55.0,2822.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.74,60.8,57.0,2822.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.73,62.1,55.0,2822.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,62.7,60.0,2822.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.2,60.0,2822.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.7,56.0,2822.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,64.0,61.0,2822.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.71,60.2,56.0,2822.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.4,64.0,2822.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,60.6,58.0,2822.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.79,62.8,59.0,2823.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,63.8,57.0,2823.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,62.3,58.0,2823.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.61,61.3,54.0,2823.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.9,65.8,54.0,2823.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,60.5,56.0,2823.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.2,59.0,2824.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.77,62.1,57.0,2824.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.74,63.1,58.0,2824.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.82,62.4,54.0,2824.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.82,60.8,60.0,2824.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.2,59.0,2825.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.83,60.0,59.0,2825.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.73,62.0,57.0,2825.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.17,60.2,61.0,2825.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.91,61.3,67.0,2825.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.73,62.6,60.0,2826.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,57.2,59.0,2826.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9,62.2,59.0,2826.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,62.2,58.0,2826.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,63.3,56.0,2826.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,63.5,56.0,2826.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.78,60.8,60.0,2826.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.96,60.7,55.0,2826.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7,62.3,59.0,2827.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,64.0,54.0,2827.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.79,62.6,58.0,2827.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7,61.6,57.0,2827.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7,60.6,57.0,2828.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,61.6,61.0,2828.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.72,62.2,58.0,2829.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.8,63.7,54.0,2829.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.59,62.0,56.0,2829.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.72,61.7,57.0,2829.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.75,61.9,57.0,2829.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.8,60.2,57.0,2829.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.7,59.0,2830.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.77,61.7,56.0,2830.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.97,60.7,56.0,2830.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.53,60.9,57.0,2830.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8,62.1,54.4,2830.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9,60.6,62.0,2830.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.76,60.8,60.0,2831.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.72,62.3,57.0,2831.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.75,61.4,57.0,2831.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.1,58.0,2831.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.79,61.8,56.0,2831.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.72,62.5,58.0,2832.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.91,62.8,61.0,2832.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.71,62.1,57.0,2832.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.81,63.0,60.0,2832.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.82,62.5,57.0,2832.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,62.2,58.0,2832.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,64.3,63.0,2832.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.8,62.0,58.0,2833.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.56,61.0,59.0,2833.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0.7,59.6,61.0,2833.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.0,57.0,2833.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.61,61.7,55.0,2833.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.85,62.5,57.0,2833.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7,60.7,57.0,2833.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.8,62.2,56.0,2834.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8,62.8,57.0,2834.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.51,59.9,58.0,2834.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.53,61.4,57.0,2834.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.78,61.8,55.0,2834.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9,63.4,54.0,2834.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.9,65.3,59.0,2834.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.77,60.7,55.0,2834.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.73,61.2,56.0,2835.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.63,61.9,57.0,2835.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,61.5,54.0,2835.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.72,62.8,57.0,2835.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.72,61.0,57.0,2835.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.75,59.6,59.0,2835.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.82,60.7,56.0,2836.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,62.8,60.0,2836.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.6,59.0,2837.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,61.8,56.0,2837.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,59.8,53.0,2838.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.76,60.9,55.0,2838.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.82,64.9,58.0,2838.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,58.8,60.0,2838.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,62.3,58.0,2838.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,62.6,55.0,2838.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,63.5,59.0,2838.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.74,60.0,57.0,2839.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.5,57.0,2839.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,61.6,54.0,2839.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,59.1,61.0,2839.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.73,61.8,54.0,2839.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,62.1,54.0,2839.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.3,57.0,2839.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,60.3,58.0,2839.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.79,59.3,62.0,2839.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.77,61.0,60.0,2840.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.75,59.8,56.0,2840.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,61.0,56.0,2840.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,59.3,56.0,2840.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.92,61.9,56.0,2840.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.83,61.4,59.0,2840.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,59.2,60.0,2840.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.73,60.3,59.0,2841.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,63.4,55.0,2841.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.73,63.9,57.0,2841.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.82,61.7,53.0,2841.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.82,59.7,57.0,2841.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,61.2,56.0,2841.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,58.9,60.0,2841.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.95,66.7,56.0,2841.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.73,61.4,57.0,2841.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
